ID,DATASET,FOLD,PREPROC,ALGORITHM,ORDER,ALPHA,ENCODER,PRE,REC,SPE,F1,GEO,IBA
credit-approval_OrdinalEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,0.5,OrdinalEncoder,0.8716,0.8696,0.8728,0.8698,0.8710,0.7585
credit-approval_SumEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,0.5,SumEncoder,0.8332,0.8333,0.8254,0.8329,0.8285,0.6869
credit-approval_TargetEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,0.5,TargetEncoder,0.8477,0.8478,0.8432,0.8477,0.8452,0.7147
credit-approval_BaseNEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,BaseNEncoder,0.7677,0.7681,0.7603,0.7677,0.7633,0.5830
credit-approval_BinaryEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,BinaryEncoder,0.7677,0.7681,0.7603,0.7677,0.7633,0.5830
credit-approval_CatBoostEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,CatBoostEncoder,0.7473,0.7464,0.7277,0.7435,0.7313,0.5358
credit-approval_GLMMEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,GLMMEncoder,0.7677,0.7681,0.7603,0.7677,0.7633,0.5830
credit-approval_HashingEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,HashingEncoder,0.7895,0.7899,0.7810,0.7893,0.7842,0.6156
credit-approval_HelmertEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,HelmertEncoder,0.6810,0.6812,0.6567,0.6757,0.6580,0.4340
credit-approval_JamesSteinEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,JamesSteinEncoder,0.7311,0.7319,0.7219,0.7312,0.7252,0.5264
credit-approval_LeaveOneOutEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,LeaveOneOutEncoder,0.7091,0.7101,0.6982,0.7090,0.7017,0.4929
credit-approval_MEstimateEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,MEstimateEncoder,0.7164,0.7174,0.7041,0.7160,0.7077,0.5015
credit-approval_OneHotEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,OneHotEncoder,0.7603,0.7609,0.7514,0.7602,0.7547,0.5701
credit-approval_OrdinalEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,OrdinalEncoder,0.7239,0.7246,0.7100,0.7229,0.7137,0.5101
credit-approval_SumEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,SumEncoder,0.7681,0.7681,0.7633,0.7681,0.7653,0.5860
credit-approval_TargetEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,0.5,TargetEncoder,0.7238,0.7246,0.7130,0.7236,0.7165,0.5140
credit-approval_BaseNEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,BaseNEncoder,0.7531,0.7536,0.7455,0.7532,0.7485,0.5607
credit-approval_BinaryEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,BinaryEncoder,0.7993,0.7971,0.7988,0.7975,0.7979,0.6366
credit-approval_CatBoostEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,CatBoostEncoder,0.7855,0.7826,0.7632,0.7798,0.7670,0.5894
credit-approval_GLMMEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,GLMMEncoder,0.8347,0.8333,0.8343,0.8336,0.8338,0.6952
credit-approval_HashingEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,HashingEncoder,0.6957,0.6957,0.6893,0.6957,0.6918,0.4789
credit-approval_HelmertEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,HelmertEncoder,0.7546,0.7536,0.7515,0.7539,0.7525,0.5663
credit-approval_JamesSteinEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,JamesSteinEncoder,0.8501,0.8406,0.8521,0.8409,0.8444,0.7123
credit-approval_LeaveOneOutEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,LeaveOneOutEncoder,0.4433,0.4420,0.5300,0.3200,0.2200,0.0480
credit-approval_MEstimateEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,MEstimateEncoder,0.8124,0.8116,0.8106,0.8118,0.8111,0.6580
credit-approval_OneHotEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,OneHotEncoder,0.7823,0.7826,0.7721,0.7818,0.7757,0.6023
credit-approval_OrdinalEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,OrdinalEncoder,0.7165,0.7174,0.7071,0.7166,0.7104,0.5052
credit-approval_SumEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,SumEncoder,0.7681,0.7681,0.7633,0.7681,0.7653,0.5860
credit-approval_TargetEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,0.5,TargetEncoder,0.8558,0.8551,0.8550,0.8553,0.8551,0.7311
credit-approval_BaseNEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,BaseNEncoder,0.8647,0.8551,0.8669,0.8554,0.8590,0.7370
credit-approval_BinaryEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,BinaryEncoder,0.8793,0.8696,0.8817,0.8698,0.8736,0.7622
credit-approval_CatBoostEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,CatBoostEncoder,0.8880,0.8841,0.8906,0.8844,0.8867,0.7858
credit-approval_GLMMEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,GLMMEncoder,0.8735,0.8696,0.8758,0.8699,0.8721,0.7601
credit-approval_HashingEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,HashingEncoder,0.7969,0.7971,0.7869,0.7963,0.7904,0.6254
credit-approval_HelmertEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,HelmertEncoder,0.8530,0.8478,0.8551,0.8482,0.8507,0.7232
credit-approval_JamesSteinEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,JamesSteinEncoder,0.8994,0.8913,0.9024,0.8916,0.8952,0.8005
credit-approval_LeaveOneOutEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,LeaveOneOutEncoder,0.8779,0.8623,0.8788,0.8624,0.8668,0.7500
credit-approval_MEstimateEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,MEstimateEncoder,0.8779,0.8623,0.8788,0.8624,0.8668,0.7500
credit-approval_OneHotEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,OneHotEncoder,0.8647,0.8551,0.8669,0.8554,0.8590,0.7370
credit-approval_OrdinalEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,OrdinalEncoder,0.7826,0.7826,0.7781,0.7826,0.7800,0.6087
credit-approval_SumEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,SumEncoder,0.8684,0.8551,0.8699,0.8553,0.8594,0.7374
credit-approval_TargetEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,0.5,TargetEncoder,0.8793,0.8696,0.8817,0.8698,0.8736,0.7622
credit-approval_BaseNEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,BaseNEncoder,0.8636,0.8623,0.8639,0.8626,0.8631,0.7448
credit-approval_BinaryEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,BinaryEncoder,0.8269,0.8261,0.8254,0.8263,0.8258,0.6819
credit-approval_CatBoostEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,CatBoostEncoder,0.8695,0.8696,0.8639,0.8693,0.8663,0.7509
credit-approval_GLMMEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,GLMMEncoder,0.8269,0.8261,0.8254,0.8263,0.8258,0.6819
credit-approval_HashingEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,HashingEncoder,0.7929,0.7899,0.7929,0.7904,0.7912,0.6259
credit-approval_HelmertEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,HelmertEncoder,0.8558,0.8551,0.8550,0.8553,0.8551,0.7311
credit-approval_JamesSteinEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,JamesSteinEncoder,0.8427,0.8406,0.8432,0.8409,0.8418,0.7084
credit-approval_LeaveOneOutEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,LeaveOneOutEncoder,0.2018,0.4493,0.5507,0.2786,0.0000,0.0000
credit-approval_MEstimateEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,MEstimateEncoder,0.8124,0.8116,0.8106,0.8118,0.8111,0.6580
credit-approval_OneHotEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,OneHotEncoder,0.8413,0.8406,0.8402,0.8408,0.8404,0.7063
credit-approval_OrdinalEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,OrdinalEncoder,0.8508,0.8478,0.8521,0.8482,0.8497,0.7217
credit-approval_SumEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,SumEncoder,0.8481,0.8478,0.8461,0.8479,0.8469,0.7174
credit-approval_TargetEncoder_dtosmote_ABC,credit-approval,0,dtosmote,ABC,aspect_ratio,0.5,TargetEncoder,0.8269,0.8261,0.8254,0.8263,0.8258,0.6819
credit-approval_BaseNEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,BaseNEncoder,0.7980,0.7971,0.7959,0.7974,0.7965,0.6344
credit-approval_BinaryEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,BinaryEncoder,0.7729,0.7464,0.7693,0.7451,0.7494,0.5603
credit-approval_CatBoostEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,CatBoostEncoder,0.6657,0.6522,0.6657,0.6522,0.6556,0.4292
credit-approval_GLMMEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,GLMMEncoder,0.8137,0.7971,0.8137,0.7971,0.8012,0.6409
credit-approval_HashingEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,HashingEncoder,0.7510,0.7391,0.7515,0.7395,0.7428,0.5511
credit-approval_HelmertEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,HelmertEncoder,0.8006,0.7971,0.7780,0.7945,0.7819,0.6126
credit-approval_JamesSteinEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,JamesSteinEncoder,0.6874,0.6667,0.6865,0.6654,0.6695,0.4473
credit-approval_LeaveOneOutEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,LeaveOneOutEncoder,0.7080,0.7029,0.7071,0.7037,0.7047,0.4964
credit-approval_MEstimateEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,MEstimateEncoder,0.7173,0.7174,0.6981,0.7142,0.7014,0.4929
credit-approval_OneHotEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,OneHotEncoder,0.7950,0.7899,0.7959,0.7904,0.7923,0.6274
credit-approval_OrdinalEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,OrdinalEncoder,0.7499,0.7391,0.7070,0.7308,0.7055,0.4993
credit-approval_SumEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,SumEncoder,0.8261,0.8261,0.8225,0.8261,0.8241,0.6794
credit-approval_TargetEncoder_dtosmote_MLP,credit-approval,0,dtosmote,MLP,aspect_ratio,0.5,TargetEncoder,0.7143,0.7101,0.7130,0.7109,0.7114,0.5060
credit-approval_BaseNEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,BaseNEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_BinaryEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,BinaryEncoder,0.6963,0.6667,0.6122,0.6377,0.5803,0.3386
credit-approval_CatBoostEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,CatBoostEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_GLMMEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,GLMMEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_HashingEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,HashingEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_HelmertEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,HelmertEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_JamesSteinEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,JamesSteinEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_LeaveOneOutEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,LeaveOneOutEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_MEstimateEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,MEstimateEncoder,0.6963,0.6667,0.6122,0.6377,0.5803,0.3386
credit-approval_OneHotEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,OneHotEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_OrdinalEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,OrdinalEncoder,0.6963,0.6667,0.6122,0.6377,0.5803,0.3386
credit-approval_SumEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,SumEncoder,0.6963,0.6667,0.6122,0.6377,0.5803,0.3386
credit-approval_TargetEncoder_dtosmote_SVM,credit-approval,0,dtosmote,SVM,aspect_ratio,0.5,TargetEncoder,0.7030,0.6739,0.6211,0.6472,0.5928,0.3533
credit-approval_BaseNEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,BaseNEncoder,0.6361,0.6159,0.6362,0.6140,0.6181,0.3812
credit-approval_BinaryEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,BinaryEncoder,0.5332,0.5072,0.5416,0.4947,0.4964,0.2455
credit-approval_CatBoostEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,CatBoostEncoder,0.5825,0.5362,0.5830,0.5133,0.5099,0.2588
credit-approval_GLMMEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,GLMMEncoder,0.6071,0.5507,0.6008,0.5253,0.5202,0.2692
credit-approval_HashingEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,HashingEncoder,0.6286,0.5797,0.4937,0.4815,0.3293,0.1094
credit-approval_HelmertEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,HelmertEncoder,0.5918,0.5507,0.5919,0.5343,0.5341,0.2841
credit-approval_JamesSteinEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,JamesSteinEncoder,0.5562,0.5217,0.5623,0.5043,0.5038,0.2528
credit-approval_LeaveOneOutEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,LeaveOneOutEncoder,0.5237,0.5000,0.5327,0.4884,0.4906,0.2399
credit-approval_MEstimateEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,MEstimateEncoder,0.5984,0.5580,0.5978,0.5431,0.5435,0.2942
credit-approval_OneHotEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,OneHotEncoder,0.5562,0.5217,0.5623,0.5043,0.5038,0.2528
credit-approval_OrdinalEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,OrdinalEncoder,0.6998,0.6957,0.6982,0.6964,0.6968,0.4854
credit-approval_SumEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,SumEncoder,0.5895,0.5435,0.5889,0.5225,0.5200,0.2691
credit-approval_TargetEncoder_dtosmote_SGD,credit-approval,0,dtosmote,SGD,aspect_ratio,0.5,TargetEncoder,0.6001,0.5435,0.5949,0.5159,0.5097,0.2584
credit-approval_BaseNEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,BaseNEncoder,0.8337,0.8333,0.8314,0.8334,0.8323,0.6928
credit-approval_BinaryEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,BinaryEncoder,0.8124,0.8116,0.8106,0.8118,0.8111,0.6580
credit-approval_CatBoostEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,CatBoostEncoder,0.8137,0.8116,0.7958,0.8098,0.7999,0.6409
credit-approval_GLMMEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,GLMMEncoder,0.8406,0.8406,0.8373,0.8406,0.8388,0.7038
credit-approval_HashingEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,HashingEncoder,0.8192,0.8188,0.8166,0.8190,0.8176,0.6687
credit-approval_HelmertEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,HelmertEncoder,0.8332,0.8333,0.8284,0.8332,0.8305,0.6901
credit-approval_JamesSteinEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,JamesSteinEncoder,0.8551,0.8551,0.8521,0.8551,0.8534,0.7286
credit-approval_LeaveOneOutEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,LeaveOneOutEncoder,0.2779,0.2754,0.2900,0.2708,0.2733,0.0746
credit-approval_MEstimateEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,MEstimateEncoder,0.8549,0.8551,0.8491,0.8548,0.8516,0.7256
credit-approval_OneHotEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,OneHotEncoder,0.8261,0.8261,0.8225,0.8261,0.8241,0.6794
credit-approval_OrdinalEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,OrdinalEncoder,0.8192,0.8188,0.8166,0.8190,0.8176,0.6687
credit-approval_SumEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,SumEncoder,0.8404,0.8406,0.8343,0.8403,0.8369,0.7008
credit-approval_TargetEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,aspect_ratio,1,TargetEncoder,0.8624,0.8623,0.8550,0.8619,0.8579,0.7365
credit-approval_BaseNEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,BaseNEncoder,0.7677,0.7681,0.7603,0.7677,0.7633,0.5830
credit-approval_BinaryEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,BinaryEncoder,0.7752,0.7754,0.7633,0.7742,0.7670,0.5890
credit-approval_CatBoostEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,CatBoostEncoder,0.7315,0.7319,0.7159,0.7298,0.7196,0.5187
credit-approval_GLMMEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,GLMMEncoder,0.7681,0.7681,0.7633,0.7681,0.7653,0.5860
credit-approval_HashingEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,HashingEncoder,0.7751,0.7754,0.7692,0.7752,0.7717,0.5959
credit-approval_HelmertEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,HelmertEncoder,0.6730,0.6739,0.6508,0.6690,0.6525,0.4267
credit-approval_JamesSteinEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,JamesSteinEncoder,0.7239,0.7246,0.7100,0.7229,0.7137,0.5101
credit-approval_LeaveOneOutEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,LeaveOneOutEncoder,0.7167,0.7174,0.7011,0.7152,0.7047,0.4974
credit-approval_MEstimateEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,MEstimateEncoder,0.7091,0.7101,0.6952,0.7083,0.6988,0.4891
credit-approval_OneHotEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,OneHotEncoder,0.7603,0.7609,0.7514,0.7602,0.7547,0.5701
credit-approval_OrdinalEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,OrdinalEncoder,0.6945,0.6957,0.6834,0.6945,0.6869,0.4724
credit-approval_SumEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,SumEncoder,0.7546,0.7536,0.7515,0.7539,0.7525,0.5663
credit-approval_TargetEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,aspect_ratio,1,TargetEncoder,0.7239,0.7246,0.7100,0.7229,0.7137,0.5101
credit-approval_BaseNEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,BaseNEncoder,0.7681,0.7681,0.7633,0.7681,0.7653,0.5860
credit-approval_BinaryEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,BinaryEncoder,0.7848,0.7826,0.7840,0.7831,0.7833,0.6135
credit-approval_CatBoostEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,CatBoostEncoder,0.8123,0.8116,0.7988,0.8104,0.8027,0.6451
credit-approval_GLMMEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,GLMMEncoder,0.8636,0.8623,0.8639,0.8626,0.8631,0.7448
credit-approval_HashingEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,HashingEncoder,0.6957,0.6957,0.6893,0.6957,0.6918,0.4789
credit-approval_HelmertEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,HelmertEncoder,0.7704,0.7681,0.7692,0.7686,0.7687,0.5908
credit-approval_JamesSteinEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,JamesSteinEncoder,0.8675,0.8623,0.8699,0.8627,0.8653,0.7482
credit-approval_LeaveOneOutEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,LeaveOneOutEncoder,0.2018,0.4493,0.5507,0.2786,0.0000,0.0000
credit-approval_MEstimateEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,MEstimateEncoder,0.8058,0.8043,0.8047,0.8047,0.8045,0.6473
credit-approval_OneHotEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,OneHotEncoder,0.7826,0.7826,0.7781,0.7826,0.7800,0.6087
credit-approval_OrdinalEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,OrdinalEncoder,0.7848,0.7826,0.7840,0.7831,0.7833,0.6135
credit-approval_SumEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,SumEncoder,0.7967,0.7971,0.7899,0.7968,0.7927,0.6288
credit-approval_TargetEncoder_dtosmote_DTREE,credit-approval,0,dtosmote,DTREE,aspect_ratio,1,TargetEncoder,0.7848,0.7826,0.7840,0.7831,0.7833,0.6135
credit-approval_BaseNEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,1,BaseNEncoder,0.8647,0.8551,0.8669,0.8554,0.8590,0.7370
credit-approval_BinaryEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,1,BinaryEncoder,0.8592,0.8478,0.8610,0.8481,0.8519,0.7249
credit-approval_CatBoostEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,1,CatBoostEncoder,0.8880,0.8841,0.8906,0.8844,0.8867,0.7858
credit-approval_GLMMEncoder_dtosmote_LRG,credit-approval,0,dtosmote,LRG,aspect_ratio,1,GLMMEncoder,0.8849,0.8768,0.8876,0.8771,0.8806,0.7746
